,N,ratio,QFI
186,40.0,4.343434343434343,20895.346312848007
187,40.0,4.393939393939394,20920.45932714176
188,40.0,4.444444444444445,20944.72018702112
189,40.0,4.494949494949495,20968.16696129594
190,40.0,4.545454545454545,20990.83575494523
191,40.0,4.595959595959596,21012.76044710774
192,40.0,4.646464646464646,21033.973376634374
193,40.0,4.696969696969697,21054.504996364798
194,40.0,4.747474747474747,21074.384096900358
195,40.0,4.797979797979798,21093.638091843808
196,40.0,4.848484848484849,21112.292903564
197,40.0,4.898989898989899,21130.373119186093
198,40.0,4.94949494949495,21147.902109064267
199,40.0,5.0,21164.902071305856
200,80.0,0.0,-4.9391868505016455e-06
201,80.0,0.050505050505050504,16.324862483905452
202,80.0,0.10101010101010101,65.29945838090057
203,80.0,0.15151515151515152,146.9237755562695
204,80.0,0.20202020202020202,261.19783853924184
205,80.0,0.25252525252525254,408.1216159142823
206,80.0,0.30303030303030304,587.6951200335848
207,80.0,0.35353535353535354,799.918361759697
208,80.0,0.40404040404040403,1044.791329217263
209,80.0,0.45454545454545453,1322.314014643753
210,80.0,0.5050505050505051,1632.4864411315575
211,80.0,0.5555555555555556,1975.30859558071
212,80.0,0.6060606060606061,2350.780480885436
213,80.0,0.6565656565656566,2758.9020950361837
214,80.0,0.7070707070707071,3199.6734350929187
215,80.0,0.7575757575757576,3673.094445774262
216,80.0,0.8080808080808081,4179.144268299365
217,80.0,0.8585858585858586,4717.558503082239
218,80.0,0.9090909090909091,5666.966049652118
219,80.0,0.9595959595959596,18628.963269041677
220,80.0,1.0101010101010102,48748.86741638549
221,80.0,1.0606060606060606,60374.03244975459
222,80.0,1.1111111111111112,71276.90440175617
223,80.0,1.1616161616161615,85850.11436262335
224,80.0,1.2121212121212122,101722.08352307648
225,80.0,1.2626262626262625,117319.0598711693
226,80.0,1.3131313131313131,131972.5626675663
227,80.0,1.3636363636363635,145464.69671682816
228,80.0,1.4141414141414141,157775.75511344834
229,80.0,1.4646464646464645,168968.17186837603
230,80.0,1.5151515151515151,179134.49876062217
231,80.0,1.5656565656565655,188374.1300216147
232,80.0,1.6161616161616161,196783.09472804467
233,80.0,1.6666666666666667,204449.907414279
234,80.0,1.7171717171717171,211454.25633278288
235,80.0,1.7676767676767677,217867.0038506729
236,80.0,1.8181818181818181,223750.76672069417
237,80.0,1.8686868686868687,229160.71301464931
238,80.0,1.9191919191919191,234145.4045814022
239,80.0,1.9696969696969697,238747.60343026914
240,80.0,2.0202020202020203,243005.0067070697
241,80.0,2.0707070707070705,246950.90026031627
242,80.0,2.121212121212121,250614.73182731288
243,80.0,2.1717171717171717,254022.60698588775
244,80.0,2.2222222222222223,257197.72080298536
245,80.0,2.2727272727272725,260160.7275623344
246,80.0,2.323232323232323,262930.0606783105
247,80.0,2.3737373737373737,265522.20827413123
248,80.0,2.4242424242424243,267951.9506651064
249,80.0,2.474747474747475,270232.56602243765
250,80.0,2.525252525252525,272376.00803509064
251,80.0,2.5757575757575757,274393.0598021097
252,80.0,2.6262626262626263,276293.4680092819
253,80.0,2.676767676767677,278086.0598746677
254,80.0,2.727272727272727,279778.843671153
255,80.0,2.7777777777777777,281379.09892461036
256,80.0,2.8282828282828283,282893.4542079189
257,80.0,2.878787878787879,284327.95474725385
258,80.0,2.929292929292929,285688.1238252973
259,80.0,2.9797979797979797,286979.01515890536
260,80.0,3.0303030303030303,288205.26006274694
261,80.0,3.080808080808081,289371.1093348804
262,80.0,3.131313131313131,290480.46988099284
263,80.0,3.1818181818181817,291536.9374338543
264,80.0,3.2323232323232323,292543.82614969177
265,80.0,3.282828282828283,293504.1941820915
266,80.0,3.3333333333333335,294420.8677825893
267,80.0,3.3838383838383836,295296.4616537976
268,80.0,3.4343434343434343,296133.39701640775
269,80.0,3.484848484848485,296933.9195238063
270,80.0,3.5353535353535355,297700.1138485076
271,80.0,3.5858585858585856,298433.9182276814
272,80.0,3.6363636363636362,299137.13381887274
273,80.0,3.686868686868687,299811.4410854429
274,80.0,3.7373737373737375,300458.40565249015
275,80.0,3.7878787878787876,301079.4862620165
276,80.0,3.8383838383838382,301676.04706581053
277,80.0,3.888888888888889,302249.3652606695
278,80.0,3.9393939393939394,5932963217.30916
279,80.0,3.9898989898989896,303330.96785687236
280,80.0,4.040404040404041,303841.41929587274
281,80.0,4.090909090909091,304332.9679472695
282,80.0,4.141414141414141,304806.5383834804
283,80.0,4.191919191919192,305262.99720699334
284,80.0,4.242424242424242,5445956474.3018875
285,80.0,4.292929292929293,306127.793719913
286,80.0,4.343434343434343,306537.6210264028
287,80.0,4.393939393939394,306933.32573633635
288,80.0,4.444444444444445,307315.5455605932
289,80.0,4.494949494949495,307684.89102005673
290,80.0,4.545454545454545,308041.9325433765
291,80.0,4.595959595959596,308387.2111767871
292,80.0,4.646464646464646,308721.2390107619
293,80.0,4.696969696969697,309044.4997175488
294,80.0,4.747474747474747,309357.4516802993
295,80.0,4.797979797979798,309660.5292266344
296,80.0,4.848484848484849,309954.14358099084
297,80.0,4.898989898989899,310238.6853686842
298,80.0,4.94949494949495,310514.5244013824
299,80.0,5.0,310782.0124635787
