,ratio,phi,est_err_homod,std,abs_deriv
0,0.1,0.0,0.24982804812252485,0.9995045897275531,4.000770118643201
1,0.1,0.0,0.24987882662931166,0.9995938003622948,4.000314127635811
2,0.1,0.39269908169872414,0.27082415713341734,1.0006946345535945,3.694997688336265
3,0.1,0.7853981633974483,0.35311896897016076,0.9991773543010477,2.8295771173524242
4,0.1,1.1780972450961724,0.6535437844014197,1.0003853153904387,1.530708942946632
5,0.1,1.5707963267948966,3147.3416985254516,1.000034374345109,0.0003177393718685299
6,0.1,1.9634954084936207,0.6533566065026077,1.0008443801869618,1.531850095684258
7,0.1,2.356194490192345,0.3535629320842029,1.0001864359188413,2.8288781010579513
8,0.1,2.748893571891069,0.2707071147756705,1.0002199653592458,3.694841807863483
9,0.11959798994974875,0.0,0.20871232543927318,0.9987770797841459,4.785424520003969
10,0.11959798994974875,0.39269908169872414,0.22605216320341973,0.9992354261423111,4.420375421239033
11,0.11959798994974875,0.7853981633974483,0.29583674870153337,1.0006951973716305,3.3825926013715812
12,0.11959798994974875,1.1780972450961724,0.5451650040093066,0.9990424047796044,1.8325505075203796
13,0.11959798994974875,1.5707963267948966,1036.0911104219547,1.000092436466257,0.0009652553008190206
14,0.11959798994974875,1.9634954084936207,0.546399443789875,1.0008165445930284,1.8316573268290248
15,0.11959798994974875,2.356194490192345,0.295628894076213,0.9996486750446292,3.3814308921607648
16,0.11959798994974875,2.748893571891069,0.22632956925310613,1.000566176488812,4.420837187958729
17,0.1391959798994975,0.0,0.17958428701587945,1.0000843175820575,5.568885419767414
18,0.1391959798994975,0.39269908169872414,0.19461092381069392,1.001005470975735,5.143624270287388
19,0.1391959798994975,0.7853981633974483,0.253678713451698,0.9990888024519173,3.9384021972428918
20,0.1391959798994975,1.1780972450961724,0.4699410041498931,1.0010245511348617,2.1301068480833676
21,0.1391959798994975,1.5707963267948966,571.3728783977826,1.0012637673595062,0.0017523823849798466
22,0.1391959798994975,1.9634954084936207,0.46955766155843415,1.0009294963542172,2.131643413148007
23,0.1391959798994975,2.356194490192345,0.25424031401657265,1.000715424346734,3.9361004890888487
24,0.1391959798994975,2.748893571891069,0.19428575825011604,0.9989498508688699,5.14165248068703
25,0.15879396984924624,0.0,0.15741145092601763,0.9998933354034982,6.352100368310826
26,0.15879396984924624,0.39269908169872414,0.17038157385918867,0.9998124369330004,5.868078421198834
27,0.15879396984924624,0.7853981633974483,0.22275644753100196,1.00037899223257,4.490909256816654
28,0.15879396984924624,1.1780972450961724,0.41209474909049465,1.0010579998905909,2.4291937766738245
29,0.15879396984924624,1.5707963267948966,76808.4035059967,0.9998045056439446,1.3016863520225184e-05
30,0.15879396984924624,1.9634954084936207,0.4112845664490595,0.999935161423315,2.4312489283430576
31,0.15879396984924624,2.356194490192345,0.22253582166752003,0.9990745326649232,4.48949982604415
32,0.15879396984924624,2.748893571891069,0.17022736577322373,0.998850295139791,5.867742184711098
33,0.17839195979899497,0.0,0.14010042164176914,0.999759662266184,7.136021794584796
34,0.17839195979899497,0.39269908169872414,0.15178789882505186,1.0006949317065241,6.592718783596235
35,0.17839195979899497,0.7853981633974483,0.19811957445332684,0.9997286386412636,5.046087149136192
36,0.17839195979899497,1.1780972450961724,0.36635474412058133,1.000470593713824,2.7308793178464503
37,0.17839195979899497,1.5707963267948966,2250.849724126488,0.9997350221704072,0.00044415893760228054
38,0.17839195979899497,1.9634954084936207,0.3664107287223354,1.000937841493326,2.731737263762909
39,0.17839195979899497,2.356194490192345,0.19821629152773756,1.0002644776614942,5.0463282808493135
40,0.17839195979899497,2.748893571891069,0.1517069840347282,1.0000095702417593,6.591717425565858
41,0.19798994974874373,0.0,0.12636254562110186,1.0006344329605021,7.918758110183257
42,0.19798994974874373,0.39269908169872414,0.1368194281885292,1.0008088196116378,7.314815102374069
43,0.19798994974874373,0.7853981633974483,0.17831647177219714,0.9986825437157331,5.600618573204891
44,0.19798994974874373,1.1780972450961724,0.3303047808897116,1.000822358436993,3.029996586005113
45,0.19798994974874373,1.5707963267948966,1704.15617689111,0.9995228971676977,0.0005865207137242117
46,0.19798994974874373,1.9634954084936207,0.33017856572883725,1.0012190699297234,3.032356348509871
47,0.19798994974874373,2.356194490192345,0.17856592695106946,0.999730590732991,5.5986637977520575
48,0.19798994974874373,2.748893571891069,0.1365245282147368,0.998739506141666,7.31545839565743
49,0.21758793969849247,0.0,0.11476306384442231,0.9989271869209941,8.704256870269534
50,0.21758793969849247,0.39269908169872414,0.12448426459435599,1.0008690702380505,8.040125179672138
51,0.21758793969849247,0.7853981633974483,0.1625376476363244,1.0001399817444183,6.153282001362643
52,0.21758793969849247,1.1780972450961724,0.30049052119048997,1.000534761608786,3.329671623733239
53,0.21758793969849247,1.5707963267948966,917.0667674179941,1.0003110912421724,0.0010907723698881306
54,0.21758793969849247,1.9634954084936207,0.3002329190932115,0.9996048632946527,3.3294312506228256
55,0.21758793969849247,2.356194490192345,0.16249511355820676,1.0001060357553437,6.154683755441665
56,0.21758793969849247,2.748893571891069,0.12435611849512022,0.9998830469822471,8.040481313522847
57,0.23718592964824123,0.0,0.10543694722478879,1.0002370926448532,9.486590032926257
58,0.23718592964824123,0.39269908169872414,0.11423614598895213,1.0013178063762556,8.765332528577197
59,0.23718592964824123,0.7853981633974483,0.14908044068125761,1.00012116401033,6.708600802627392
60,0.23718592964824123,1.1780972450961724,0.27550990076233134,1.0001324363862307,3.6301143211872997
61,0.23718592964824123,1.5707963267948966,3088.2646550816444,1.000069121497695,0.0003238288272516126
